,id,normalize
0,1187382544645443585,"['a', 'e', 'a', 'desarticularam', 'organizacao', 'criminosa', 'responsavel', 'por', 'fraudar', 'licitacao', 'do', 'programa', 'viva']"
1,1187363478018899968,"['encontro', 'com', 'empresarios', 'chineses', 'e', 'presidente', 'da', 'fiesp', 'na', 'china', 'oportunidade', 'de', 'bilhoes', 'de', 'dolares', 'de', 'investimento', 'na', 'area', 'de', 'agricultura', 'infraestrutura', 'e', 'outros']"
2,1187319816102862849,"['a', 'camara', 'aprovou', '329x86', 'o', 'acordo', 'de', 'salvaguardas', 'tecnologicas', 'da', 'base', 'de', 'alcantara', 'no', 'maranhao', 'apos', 'decadas', 'de', 'atraso', 'e', 'abandono', 'damos', 'um', 'grande', 'passo', 'para', 'o', 'desenvolvimento', 'tecnologico', 'social', 'e', 'economico', 'na', 'regiao', 'medida', 'deve', 'gerar', 'bilhoes', 'p', 'o', 'brasil', 'seguimos', 'avancando']"
3,1187173961538441216,"['hotel', 'imperial', 'despedida', 'de', 'tokio', 'obrigado', 'japao']"
4,1187172269937827841,"['em', 'cadeia', 'nacional', 'de', 'radio', 'e', 'tv', 'o', 'ministro', 'anunciou', 'que', 'o', 'vai', 'cobrar', 'explicacoes', 'da', 'venezuela', 'sobre', 'o', 'ole']"
5,1187103346924150784,"['buscamos', 'sempre', 'parcerias', 'onde', 'visamos', 'agregar', 'valor', 'aos', 'nossos', 'produtos']"
6,1187090431160532994,"['no', 'grandioso', 'japao', 'nos', 'reunimos', 'com', 'empresarios', 'de', 'grandes', 'corporacoes', 'como', 'o', 'chamado', 'grupo', 'de', 'notaveis', 'entre', 'outros', 'importantes', 'compromissos', 'mostrando', 'o', 'novo', 'brasil', 'crescendo', 'gerando', 'empregos', 'e', 'oportunidades', 'com', 'liberdade', 'e', 'seguranca', 'ao', 'investidor', 'podemos', 'muito', 'mais']"
7,1187074754232102918,"['na', 'america', 'do', 'sul', 'estamos', 'vivendo', 'um', 'momento', 'dificil', 'em', 'q', 'a', 'esquerda', 'radical', 'desesperada', 'pela', 'derrota', 'vai', 'jogar', 'todas', 'a']"
8,1187046871614873600,"['agora', 'a', 'pouco', 'estive', 'com', 'o', 'principe', 'charles', 'por', '30', 'minutos', 'muito', 'educado', 'e', 'respeitador', 'conversamos', 'sobre', 'varios', 'assuntos', 'entre', 'eles', 'o', 'desenvolvimento', 'da', 'nossa', 'amazonia']"
9,1187027113414713346,"['o', 'na', 'pavimentacao', 'de', 'estradas', 'trabalho', 'bem', 'feito', 'e', 'respeito', 'ao', 'dinheiro', 'publico', 'nossos', 'parabens', 'aos', 'militares', 'de', 'engenharia', 'e', 'ao', 'nosso']"
10,1186967735634448384,"['a', 'deflagra', 'a', '67a', 'fase', 'da', 'lava', 'jato', 'a', 'operacao', 'tango', 'amp', 'cash', 'objetiva', 'investigar', 'a', 'atuacao', 'de', 'possivel', 'cartel', 'de', 'empreiteiras', 'cujo', 'objetivo', 'era', 'vencer', 'licitacoes', 'de', 'grandes', 'obras', 'ligadas', 'a', 'empresas', 'estatais']"
11,1186799006694936576,"['apenas', 'com', 'a', 'expectativa', 'da', 'aprovacao', 'da', 'nova', 'previdencia', 'a', 'bolsa', 'atingiu', 'sua', 'marca', 'historica', 'dois', 'dias', 'seguidos', 'a', 'te']"
12,1187143711244861442,"['judiciario', 'quer', 'mais', 'de', 'r10', 'milhoes', 'pra', 'bancar', 'luxo']"
13,1187134144876351489,"['defender', 'pautas', 'populares', 'pra', 'sempre', 'ganhar', 'elogio', 'e', 'palmas', 'por', 'ai', 'e', 'facilo', 'mbl', 'nao', 'foi', 'feito', 'para', 'ganhar', 'palmas', 'mas', 'para', 'de']"
14,1187121382838210560,"['apos', 'forte', 'pressao', 'dos', 'motoristas', 'de', 'aplicativo', 'e', 'articulacao', 'que', 'fizemos', 'com', 'outros', 'vereadores', 'da', 'camara', 'municipal', 'c']"
15,1187104631412928512,"['kim', 'obstrui', 'extincao', 'do', 'coaf']"
16,1187086250714513408,"['plenario', 'do', 'stf', 'suspenso', 'sao', '2', 'votos', 'a', 'favor', 'da', 'prisao', 'apos', 'a', 'segunda', 'instancia', 'e', '1', 'contra', 'continuamos', 'atentos', 'prisaoem2instanciasim']"
17,1187047409555259393,"['investir', 'em', 'saneamento', 'e', 'deixar', 'que', 'milhares', 'de', 'pessoas', 'parem', 'de', 'sofrer', 'por', 'doencas', 'que', 'ja', 'foram', 'erradicas', 'destaca']"
18,1187034738126737408,"['saiba', 'como', 'um', 'povo', 'sedento', 'por', 'justica', 'conseguiu', 'tirar', 'a', 'maior', 'quadrilha', 'do', 'poder', 'isso', 'e', 'muito', 'mais', 'voce', 'encontra', 'disponivel', 'e']"
19,1187031531879092224,"['embate', 'na', 'discussao', 'sobre', 'saneamento']"
20,1187022959845822464,"['o', 'stf', 'julga', 'hoje', 'a', 'prisao', 'em', 'segunda', 'instancia', 'decisao', 'pode', 'beneficiar', 'lula', 'e', 'mais', '38', 'condenados', 'pela', 'lava', 'jato', 'alem', 'disso', 'as', 'entidades', 'divergem', 'se', 'sao', '190', 'mil', 'ou', '85', 'mil', 'presos', 'que', 'serao', 'soltos', 'estou', 'com', 'a', 'maioria', 'do', 'povo', 'pela', 'manutencao', 'da', 'prisao', 'em', 'segunda', 'instancia']"
21,1187013979606061056,"['deputado', 'nao', 'pode', 'ter', 'medo', 'de', 'ser', 'coveiro']"
22,1187011719224270848,"['todos', 'esses', 'nomes', 'em', 'um', 'so', 'lugar', 'e', 'no', 'congresso', 'do', 'mbl', 'compre', 'seu', 'ingresso', 'em']"
23,1186973704124805120,"['quando', 'voce', 'exagera', 'no', 'cafe', 'com', 'energetico', 'pra', 'aguentar', 'madrugada', 'de', 'estudos', 'manha', 'de', 'sessao']"
24,1186776381901955072,"['defendo', 'essa', 'proposta', 'desde', '2016', 'fui', 'um', 'dos', 'parlamentares', 'que', 'mais', 'defendeu', 'a', 'reforma', 'no', 'plenario', 'de', 'acordo', 'com', 'o', 'aplicativo', 'parla', 'e', 'votei', 'contra', 'todas', 'as', 'desidratacoes', 'do', 'projetoagora', 'vai']"
25,1186775733731020800,"['senado', 'finalmente', 'aprovou', 'a', 'reforma', 'da', 'previdencia', 'com', 'um', 'impacto', 'de', 'pelo', 'menos', 'r', '80', 'bilhoes', 'em', '10', 'anos', 'e', 'uma', 'vitoria', 'para']"
26,1186775518978424833,"['aprovada', 'em', 'definitivo', 'a', 'reforma', 'da', 'previdencia', 'no', 'senado']"
27,1186743430082375680,"['deputado', 'do', 'pt', 'nao', 'le', 'regimento', 'e', 'indicia', 'proprios', 'aliados']"
28,1187373495166132224,"['agradeco', 'ao', 'e', 'ao', 'por', 'terem', 'votado', 'contra', 'essa', 'punicao']"
29,1187371236172713986,"['moralidade', 'seletiva', 'fazer', 'rachadinha', 'empregar', 'a', 'esposa', 'no', 'gabinete', 'do', 'amigo', 'ter', 'chefe', 'de', 'gabinete', 'preso', 'tudo', 'bem', 'falar', 'a', 'palavra', 'q', 'comeca', 'com', 'vaga', 'e', 'termina', 'com', 'bundo', 'ai', 'ja', 'e', 'demais']"
30,1187004574969847808,"['verdade', 'tem', 'ate', 'acerto', 'de', 'plural', 'depois', 'vai', 'emboradesatando', 'os', 'nossos', 'lacos']"
31,1186999675485917196,"['qualquer', 'letra', 'de', 'funk', 'erros', 'de', 'plural', 'erros', 'de', 'concordancia', 'verbal', 'produtos', 'e', 'marcas', 'variadas', 'alguma', 'novinha', 'vai', 'sentar', 'em', 'alguma', 'coisafim']"
32,1186733412155047936,"['assembleia', 'do', 'rio', 'terra', 'de', 'sergio', 'cabral', 'condenado', 'a', '267', 'anos', 'de', 'prisaotrf2', 'condenando', 'expresidente', 'e', '2', 'exdeputados', 'por', 'corrupcao25', 'gabinetes', 'na', 'mira', 'do', 'mp', 'por', 'rachadinhahoje', 'soltaram', '5', 'deputados', 'presos', 'pela', 'lava', 'jato', 'rj', 'nao', 'merece', 'isso']"
33,1186732365852401664,"['nos', 'deputados', 'favoraveis', 'ao', 'indiciamento', 'de', 'lula', 'e', 'dilma', 'entregaremos', 'o', 'resultado', 'de', 'nossas', 'investigacoes', 'a', 'pgr', 'nao', 'ter', 'rel']"
34,1186722802537259010,"['a', 'cpi', 'do', 'bndes', 'aprovou', 'o', 'relatorio', 'sem', 'indiciamento', 'de', 'lula', 'e', 'dilmainda', 'falta', 'a', 'votacao', 'dos', 'destaques', '3', 'deles', 'pedem', 'a', 'volta', 'dos', 'petistas', 'ao', 'relatorioconvenhamos', 'da', 'pra', 'falar', 'de', 'maracutaia', 'no', 'bndes', 'sem', 'citar', 'pt', 'lula', 'e', 'dilma']"
35,1186449100482502656,"['debate', 'sobre', 'candidaturas', 'avulsas', 'mudanca', 'de', 'partido', 'expulsao', 'com', 'e', 'michel', 'bertoni']"
36,1186423258968662024,"['a', 'entrou', 'na', 'justica', 'para', 'derrubar', 'a', 'pagina', 'de', 'humor', 'tabata', 'amaral', 'ancap', 'do', 'faceboka', 'pagina', 'era', 'otima', 'e', 'tinha', '10', 'mil', 'seguidores', 'mas', 'ja', 'esta', 'fora', 'do', 'are', 'o', 'politicamente', 'correto', 'e', 'a', 'cacada', 'contra', 'o', 'humor', 'que', 'infelizmente', 'estamos', 'tao', 'habituados']"
37,1186417824060923904,"['notempodolula', 'mensalao', 'petrolao', 'bndes', 'financiando', 'ditaduras', 'triplex', 'no', 'guaruja', 'sitio', 'de', 'atibaia', 'indicacao', 'de', 'advogado', 'para', 'o', 'stf', 'escandalo', 'dos', 'correiossigo', 'esperando', 'a', 'esquerda', 'citar', 'isso', 'tambem']"
38,1186367910979223553,"['hoje', 'e', 'no', 'na', 'que', 'comeca', 'as', '19', 'horas', 'acompanhe', 'htps']"
39,1186361017871327233,"['pra', 'onde', 'foi', 'a', 'grana', 'do', 'bndes1', 'angola', '163', 'bilhoes2', 'venezuela', '138', 'bilhoes3', 'rep', 'dominicana', '107', 'bilhoes4', 'argentina', '85', 'bilhoes5', 'cuba', '35', 'bilhoesdinheiro', 'dos', 'pagadores', 'de', 'impostos', 'brasileiro', 'que', 'poderia', 'ter', 'ido', 'pra', 'educacao', 'saude', 'ou', 'seguranca']"
40,1185315013537472513,"['apos', 'mudar', 'portaria', 'para', 'que', 'membros', 'pudessem', 'viajar', 'em', 'classe', 'executiva', 'o', 'presidente', 'do', 'cjf', 'vou', 'a', 'alemanha', 'com', 'ministros', 'do', 'stj', 'e', 'nao', 'divulgou', 'os', 'gastos', 'e', 'a', 'quantidade', 'de', 'autoridades', 'que', 'tiveram', 'bilhete', 'executivotodo', 'dia', 'o', 'judiciario', 'dando', 'um', 'tapa', 'na', 'cara', 'do', 'brasileiro']"
41,1185307679314661376,"['segundo', 'a', 'pesquisa', 'da', 'fsb', '70', 'dos', 'brasileiros', 'apoiam', 'a', 'prisao', 'em', '2a', 'instancialo', 'stf', 'nas', 'instancias', 'superiores', 'nao', 'se', 'analisam', 'provas', 'e', 'fatos', 'somente', 'questoes', 'processuaismudar', 'o', 'entendimento', 'sobre', 'isso', 'e', 'fazer', 'um', 'afago', 'a', 'corrupcao', 'e', 'aos', 'crimes', 'de', 'colarinhobranco']"
